repair,reason
"Danyang Faction Favor increased by 10, Xuzhou Literati Favor decreased by 20, Xuzhou Public Support decreased by 20, income every 10 days increased by 30.",术语冲突；原译评分6/10；英文玩家感受：能看懂大意，但会感觉术语混乱、不够像同一款游戏。
"Aristocratic Faction Favor increased by 5, Great Clan Faction Favor increased by 5, income every 10 days +10, Labor every 10 days +5, obtained Qi Pill x1",术语冲突；原译评分6/10；英文玩家感受：能看懂大意，但会感觉术语混乱、不够像同一款游戏。
"Nobility Faction Favor -5, Great Clan Faction Favor -5, Danyang Faction Favor -5, Income every 10 days -5, Labor every 10 days -5, Money +300, Labor +150",术语冲突；原译评分6/10；英文玩家感受：能看懂大意，但会感觉术语混乱、不够像同一款游戏。
"Zhang Yan went mad and attempted to assassinate Tao Qian but failed, and has been taken into custody. Liu Bei ordered an internal investigation. Return to the manor next 10-day period to learn the findings.",术语冲突/句式过长口型不匹配；原译评分6/10；英文玩家感受：能看懂大意，但会感觉术语混乱、不够像同一款游戏。
"Fear not, both of you. I, Liu Bei, will thoroughly investigate this matter, trace its origins, and ensure that you do not suffer unjustly. I will order an internal investigation within Xuzhou. Please return to this hall in a few days, and I will surely inform you of the details.",句式过长口型不匹配；原译评分7/10；英文玩家感受：能理解，但台词偏机器腔，朗读不够顺。
"Liu Bei accepted the medicine pouch and decided to visit Cao Bao, the leader of the Danyang faction. In the next ten-day period, if you go to the Drill Ground, you can learn Cao Bao's perspective on the Zhang Yan incident. If you do not go, the Xuzhou faction will seal the matter, limiting the progress of the side quest.",术语冲突/句式过长口型不匹配；原译评分6/10；英文玩家感受：能看懂大意，但会感觉术语混乱、不够像同一款游戏。
I must have {{GameManager.LAW_COST_POINT}} Decree Points to enact legislation,术语冲突；原译评分6/10；英文玩家感受：能看懂大意，但会感觉术语混乱、不够像同一款游戏。
"According to the request of {{getFactionByIndex().getTr()}}, you must pass the [{{lawName}}] bill in the legal system within seven 10-day periods. Upon passage, you will increase Favor with {{getFactionByIndex().getTr()}} and reduce the number of swing voters in that faction.",术语冲突/句式过长口型不匹配；原译评分6/10；英文玩家感受：能看懂大意，但会感觉术语混乱、不够像同一款游戏。
You have successfully added the policy '{{lawName}}' to the task list to gain support. Please complete the legislative proposal within seven 10-day periods and secure its passage in the Council Hall.,句式过长口型不匹配；原译评分7/10；英文玩家感受：能理解，但台词偏机器腔，朗读不够顺。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
"Inside the tattered military tent, Liu Bei and three fellow veteran soldiers sat around the dying embers of a fire. Due to Lü Bu's betrayal, military provisions had been scarce for months, leading to mutiny among the troops. Officers and soldiers alike were starving—now, even these four were on the brink of death.",句式过长口型不匹配；原译评分7/10；英文玩家感受：能理解，但台词偏机器腔，朗读不够顺。
"In the early morning, the military tent was pierced by a biting chill. Liu Bei sat upright before the desk, while Wuming stood guard at the tent entrance. Having stayed awake all night, his eyes were bloodshot, yet he remained vigilant.",句式过长口型不匹配；原译评分7/10；英文玩家感受：能理解，但台词偏机器腔，朗读不够顺。
"Dusk, the setting sun like blood, stained the broken military camp. Corpses littered the fields, the scent of blood mingled with the stench of decay and hunger, permeating the air. Liu Bei huddled in the corner of the tent, his breath faint, on the verge of starvation. Nameless sat alone beside the pile of corpses, holding the headband of Jia and the severed finger of Bing in one hand, while the other hand gripped a short dagger, repeatedly sharpening it on the gray pottery jar. The blade grew ever brighter, reflecting his cold and resolute face.",句式过长口型不匹配；原译评分7/10；英文玩家感受：能理解，但台词偏机器腔，朗读不够顺。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
"Side Quest Trigger: Strange Occurrences Outside the City. Investigate the truth behind the sheep carcasses in the wasteland outside the city. If not investigated within 3 ten-day periods, the clerk will handle it independently, rumors will subside, and the side quest will close.",句式过长口型不匹配；原译评分7/10；英文玩家感受：能理解，但台词偏机器腔，朗读不够顺。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
Labor Acquisition every 10 days: %d,术语冲突；原译评分6/10；英文玩家感受：能看懂大意，但会感觉术语混乱、不够像同一款游戏。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
"This policy will increase the favor of the Literati Faction by 10, decrease the favor of the Great Clan Faction by 5, raise the Public Support of the Xuzhou populace by 5, increase income every 10 days by +10, and advance the investigation of internal spies by +2.",术语冲突/句式过长口型不匹配；原译评分6/10；英文玩家感受：能看懂大意，但会感觉术语混乱、不够像同一款游戏。
"This policy will increase the favor of the Literati Faction by 5, the favor of the Great Clan Faction by 5, increase income by 10 every 10 days, increase Labor by 5 every 10 days, and grant 2 Qi Pills.",术语冲突/句式过长口型不匹配；原译评分6/10；英文玩家感受：能看懂大意，但会感觉术语混乱、不够像同一款游戏。
"This policy will reduce the favor of the Literati Faction by 5, the favor of the Great Clan Faction by 5, and the favor of the Danyang Faction by 5. It will also decrease income every 10 days by 5 and Labor acquisition every 10 days by 5, while increasing money by 300 and labor by 150.",术语冲突/句式过长口型不匹配；原译评分6/10；英文玩家感受：能看懂大意，但会感觉术语混乱、不够像同一款游戏。
"Aristocratic Faction Favor increases by 5, Great Clan Faction Favor increases by 5, income every 10 days +10, Labor every 10 days +5, obtain Qi Pill x2",术语冲突；原译评分6/10；英文玩家感受：能看懂大意，但会感觉术语混乱、不够像同一款游戏。
"Nobility Faction Favor -5, Wealthy Clan Faction Favor -5, Danyang Faction Favor -5, Income every 10 days -5, Labor every 10 days -5, Money +300, Labor +150",术语冲突；原译评分6/10；英文玩家感受：能看懂大意，但会感觉术语混乱、不够像同一款游戏。
"The current faction already has a law [{{lawName}}] in place to gain support. Please complete the enactment of this law within {{GameManager.getCDByFaction(_faction)}} 10-day periods, or faction Favor will be lost.",术语冲突；原译评分6/10；英文玩家感受：能看懂大意，但会感觉术语混乱、不够像同一款游戏。
